Formatter, loc, ns
scalafmt, 320, 69019448
scalariform, 320, 15043707
scalafmt, 429, 262750852
scalafmt, 123, 39520899
scalariform, 123, 5468626
scalariform, 429, 57354681
scalafmt, 196, 46150723
scalariform, 196, 7376285
scalafmt, 353, 129099224
scalafmt, 66, 10559834
scalariform, 66, 3067247
scalafmt, 9, 3147191
scalariform, 9, 816984
scalafmt, 161, 55807586
scalafmt, 11, 3573450
scalariform, 11, 938509
scalariform, 161, 10512356
scalariform, 353, 21332592
scalafmt, 471, 191319958
scalafmt, 175, 44648665
scalariform, 175, 9436751
scalariform, 471, 40968870
scalafmt, 220, 86472610
scalariform, 220, 12840232
scalafmt, 206, 52392920
scalariform, 206, 12484692
scalafmt, 167, 58546061
scalariform, 167, 11711096
scalafmt, 40, 2899137
scalariform, 40, 726207
scalafmt, 87, 28959735
scalariform, 87, 7500792
scalafmt, 34, 6933331
scalariform, 34, 2661337
scalafmt, 210, 48937072
scalariform, 210, 6738977
scalafmt, 2808, 534216973
scalariform, 2808, 94350063
scalafmt, 426, 193841112
scalafmt, 336, 73997578
scalariform, 426, 23790652
scalariform, 336, 19290881
scalafmt, 46, 3923731
scalariform, 46, 1165072
scalafmt, 76, 20023202
scalariform, 76, 4346659
scalafmt, 69, 20345500
scalariform, 69, 4144913
scalafmt, 72, 72584637
scalafmt, 723, 314758667
scalariform, 72, 5037947
scalafmt, 22, 3698666
scalariform, 22, 1012741
scalafmt, 25, 3628012
scalariform, 25, 650352
scalafmt, 414, 136166528
scalafmt, 1589, 534740152
scalariform, 414, 11735024
scalariform, 723, 40754203
scalafmt, 100, 8176421
scalariform, 100, 2195492
scalafmt, 34, 3336996
scalariform, 34, 863213
scalafmt, 34, 3319098
scalariform, 34, 620940
scalafmt, 182, 57305375
scalariform, 182, 11033066
scalafmt, 35, 5200272
scalariform, 35, 1699442
scalariform, 1589, 69080861
scalafmt, 328, 74918324
scalariform, 328, 14698150
scalafmt, 178, 70473592
scalariform, 178, 13366566
scalafmt, 299, 91673338
scalariform, 299, 14560685
scalafmt, 1028, 1306187426
scalafmt, 1044, 218355527
scalariform, 1044, 39234976
scalafmt, 289, 78302395
scalafmt, 148, 138835989
scalariform, 148, 5632580
scalariform, 289, 10849589
scalariform, 1028, 82674847
scalafmt, 221, 53348355
scalafmt, 135, 48080508
scalariform, 221, 9659807
scalafmt, 169, 53035503
scalariform, 135, 10066514
scalafmt, 28, 2039654
scalariform, 28, 708833
scalafmt, 146, 36239218
scalariform, 169, 12772765
scalariform, 146, 4307205
scalafmt, 35, 3306285
scalariform, 35, 1148260
scalafmt, 85, 30289160
scalafmt, 157, 18459465
scalariform, 157, 3982379
scalariform, 85, 5307926
scalafmt, 90, 9853216
scalariform, 90, 2600842
scalafmt, 106, 44544527
scalariform, 106, 8086215
scalafmt, 90, 29049340
scalariform, 90, 5520750
scalafmt, 107, 40609229
scalafmt, 75, 22102423
scalariform, 107, 7992631
scalariform, 75, 5861154
scalafmt, 158, 86813393
scalariform, 158, 14892880
scalafmt, 83, 31704506
scalariform, 83, 5375080
scalafmt, 43, 7877955
scalariform, 43, 1159351
scalafmt, 64, 12535491
scalariform, 64, 2076557
scalafmt, 188, 65178647
scalariform, 188, 9657648
scalafmt, 220, 30511749
scalariform, 220, 5905519
scalafmt, 272, 129192283
scalariform, 272, 20536844
scalafmt, 338, 180615372
scalariform, 338, 20107024
scalafmt, 904, 183424077
scalafmt, 62, 25470917
scalafmt, 244, 124374137
scalariform, 62, 4176220
scalariform, 244, 15322074
scalariform, 904, 41103667
scalafmt, 58, 15798231
scalafmt, 1012, 744092791
scalariform, 58, 1974433
scalafmt, 120, 32223821
scalariform, 120, 11329727
scalafmt, 140, 93957983
scalafmt, 129, 82113957
scalafmt, 85, 16701669
scalariform, 85, 2454136
scalariform, 129, 9289659
scalariform, 140, 12718884
scalafmt, 112, 39693066
scalariform, 112, 6383940
scalafmt, 171, 92029530
scalariform, 1012, 178920641
scalariform, 171, 14856426
scalafmt, 30, 10499368
scalariform, 30, 1473097
scalafmt, 98, 23061714
scalariform, 98, 2999856
scalafmt, 125, 43853696
scalafmt, 91, 30980180
scalariform, 125, 7533185
scalariform, 91, 5660540
scalafmt, 48, 5561931
scalariform, 48, 1095619
scalafmt, 411, 208931701
scalafmt, 140, 52433092
scalafmt, 103, 49426823
scalariform, 103, 7114684
scalariform, 140, 9084126
scalariform, 411, 34032318
scalafmt, 67, 13097778
scalariform, 67, 3420064
scalafmt, 129, 54843324
scalariform, 129, 8828418
scalafmt, 167, 73304670
scalariform, 167, 16027918
scalafmt, 103, 63430858
scalariform, 103, 10119718
scalafmt, 635, 1021134945
scalafmt, 489, 224104275
scalafmt, 946, 358266202
scalafmt, 417, 216343674
scalariform, 635, 114035123
scalafmt, 23, 1221135
scalariform, 23, 294218
scalariform, 417, 22484343
scalariform, 489, 53600909
scalafmt, 74, 24176975
scalariform, 946, 54182935
scalariform, 74, 4079963
scalafmt, 43, 9893707
scalariform, 43, 2503141
scalafmt, 59, 15739218
scalariform, 59, 4008627
scalafmt, 193, 79746502
scalafmt, 72, 11058447
scalariform, 72, 2564461
scalariform, 193, 11528942
scalafmt, 55, 7883088
scalariform, 55, 2251288
scalafmt, 79, 22920860
scalafmt, 450, 692841602
scalariform, 79, 4065397
scalafmt, 63, 10927229
scalariform, 63, 2702380
scalariform, 450, 18343786
scalafmt, 399, 164914196
scalariform, 399, 28543489
scalafmt, 355, 178619941
scalariform, 355, 31417858
scalafmt, 416, 167785370
scalariform, 416, 21283006
scalafmt, 286, 140825147
scalafmt, 393, 150350690
scalariform, 286, 31662499
scalafmt, 158, 35160275
scalariform, 393, 26665210
scalariform, 158, 6639802
scalafmt, 187, 72451309
scalariform, 187, 10668024
scalafmt, 91, 46494527
scalariform, 91, 5463951
scalafmt, 231, 86518408
scalafmt, 374, 90471401
scalariform, 231, 11219224
scalariform, 374, 13007258
scalafmt, 244, 103292350
scalariform, 244, 18838872
scalafmt, 85, 51363552
scalafmt, 287, 89501537
scalariform, 85, 11839089
scalafmt, 18, 2647554
scalariform, 18, 592635
scalariform, 287, 15493314
scalafmt, 419, 100694905
scalafmt, 202, 49265087
scalariform, 202, 11331183
scalariform, 419, 17103497
scalafmt, 28, 2042561
scalariform, 28, 558246
scalafmt, 182, 91756868
scalafmt, 70, 15334497
scalariform, 70, 3250884
scalariform, 182, 15828968
scalafmt, 103, 28054831
scalariform, 103, 5531030
scalafmt, 259, 101635052
scalariform, 259, 22013657
scalafmt, 167, 27235844
scalafmt, 213, 44642927
scalafmt, 32, 5064188
scalariform, 167, 5784943
scalariform, 32, 1581607
scalafmt, 33, 3835344
scalariform, 213, 9630881
scalariform, 33, 1214264
scalafmt, 759, 446787708
scalafmt, 208, 39730970
scalafmt, 166, 49170951
scalafmt, 190, 96045540
scalariform, 208, 9474772
scalariform, 166, 12690626
scalafmt, 70, 11474727
scalariform, 70, 2523857
scalariform, 190, 21121034
scalafmt, 58, 13619679
scalariform, 58, 1892598
scalafmt, 210, 37050957
scalafmt, 216, 100728125
scalariform, 759, 72059229
scalariform, 210, 8868234
scalariform, 216, 18302331
scalafmt, 86, 19307118
scalariform, 86, 3374512
scalafmt, 185, 63389930
scalafmt, 161, 33438979
scalariform, 185, 10170253
scalafmt, 25, 950892
scalariform, 25, 322464
scalariform, 161, 7370013
scalafmt, 118, 15551973
scalariform, 118, 4316824
scalafmt, 124, 29694854
scalariform, 124, 4941908
scalafmt, 150, 57540398
scalariform, 150, 7436506
scalafmt, 89, 25777181
scalafmt, 86, 15546423
scalariform, 86, 3337307
scalariform, 89, 5540716
scalafmt, 20, 1631455
scalariform, 20, 470343
scalafmt, 234, 90316431
scalafmt, 93, 12892765
scalariform, 93, 2160441
scalariform, 234, 20975015
scalafmt, 123, 30277485
scalafmt, 133, 38079991
scalariform, 123, 6494093
scalariform, 133, 8461603
scalafmt, 70, 20805268
scalafmt, 173, 36914779
scalariform, 70, 4659924
scalariform, 173, 9500345
scalafmt, 189, 57455577
scalafmt, 179, 53947880
scalafmt, 293, 81999893
scalariform, 179, 11662707
scalariform, 189, 15375218
scalariform, 293, 20428866
scalafmt, 76, 6905951
scalariform, 76, 1355191
scalafmt, 87, 24434861
scalariform, 87, 3245654
scalafmt, 26, 3304296
scalariform, 26, 1333422
scalafmt, 229, 35409032
scalariform, 229, 9461526
scalafmt, 96, 17178001
scalariform, 96, 4735920
scalafmt, 107, 27721635
scalariform, 107, 5925515
scalafmt, 395, 113943493
scalafmt, 92, 35334355
scalariform, 92, 3417522
scalafmt, 469, 157981023
scalariform, 395, 25345780
scalafmt, 65, 11304662
scalafmt, 139, 25681135
scalariform, 65, 3917072
scalariform, 139, 4119033
scalariform, 469, 38543852
scalafmt, 91, 23509488
scalariform, 91, 5158518
scalafmt, 654, 356460669
scalafmt, 255, 106267781
scalariform, 255, 34474607
scalariform, 654, 87475982
scalafmt, 194, 49237050
scalafmt, 316, 163753351
scalariform, 194, 10943402
scalariform, 316, 22109267
scalafmt, 622, 213762588
scalafmt, 177, 40323977
scalafmt, 154, 75664825
scalafmt, 108, 30382217
scalariform, 108, 6311629
scalariform, 177, 8778911
scalariform, 154, 14328259
scalariform, 622, 46496984
scalafmt, 167, 33409982
scalariform, 167, 5441519
scalafmt, 214, 38643048
scalariform, 214, 4631388
scalafmt, 38, 6458400
scalariform, 38, 1440341
scalafmt, 135, 24952033
scalariform, 135, 5324503
scalafmt, 140, 51015147
scalafmt, 89, 25355120
scalariform, 140, 12227292
scalariform, 89, 4061739
scalafmt, 34, 9062873
scalariform, 34, 2106018
scalafmt, 116, 83388537
scalariform, 116, 6298882
scalafmt, 234, 84760069
scalariform, 234, 18009281
scalafmt, 139, 50587685
scalariform, 139, 8043262
scalafmt, 221, 84613696
scalafmt, 343, 171907857
scalariform, 221, 15967343
scalariform, 343, 30332087
scalafmt, 235, 71599458
scalafmt, 262, 60369032
scalariform, 235, 18540598
scalariform, 262, 12887522
scalafmt, 64, 6139357
scalariform, 64, 1437165
scalafmt, 1182, 394570716
scalafmt, 64, 18361907
scalariform, 64, 2631165
scalafmt, 850, 3790737229
scalafmt, 151, 44048509
scalariform, 151, 9067707
scalariform, 1182, 55647162
scalafmt, 38, 9066604
scalariform, 38, 2078942
scalafmt, 152, 58872024
scalariform, 152, 11058685
scalafmt, 79, 23716989
scalariform, 79, 3326411
scalariform, 850, 106091850
scalafmt, 97, 23468970
scalafmt, 296, 86220583
scalariform, 97, 4121024
scalafmt, 130, 47119084
scalariform, 296, 16190129
scalafmt, 29, 1321146
scalariform, 29, 386214
scalariform, 130, 6466189
scalafmt, 386, 140551356
scalariform, 386, 34535072
scalafmt, 283, 108696819
scalariform, 283, 21665954
scalafmt, 27, 5973998
scalariform, 27, 1454223
scalafmt, 526, 170282036
scalafmt, 106, 52905734
scalariform, 106, 7792086
scalafmt, 181, 119490018
scalariform, 526, 29218791
scalafmt, 39, 4623632
scalariform, 39, 1033908
scalariform, 181, 20471281
scalafmt, 113, 21529567
scalariform, 113, 4864350
scalafmt, 26, 2277875
scalariform, 26, 638233
scalafmt, 70, 20181950
scalafmt, 31, 3053006
scalariform, 31, 853791
scalariform, 70, 4962462
scalafmt, 31, 3084936
scalariform, 31, 1207727
scalafmt, 346, 1591650558
scalafmt, 216, 87176915
scalariform, 216, 17240318
scalariform, 346, 34357702
scalafmt, 182, 59319986
scalafmt, 208, 57364631
scalafmt, 88, 17719431
scalariform, 88, 4630405
scalariform, 208, 11761016
scalariform, 182, 16530906
scalafmt, 27, 2897786
scalariform, 27, 769915
scalafmt, 125, 36001417
scalariform, 125, 4019115
scalafmt, 130, 55640595
scalariform, 130, 11059217
scalafmt, 391, 393002227
scalafmt, 217, 62051917
scalariform, 391, 26031606
scalafmt, 173, 47536359
scalariform, 217, 12054338
scalariform, 173, 10668823
scalafmt, 178, 36201012
scalariform, 178, 8052055
scalafmt, 89, 38848905
scalariform, 89, 8699108
scalafmt, 424, 162733478
scalafmt, 466, 1117713967
scalafmt, 196, 44204235
scalafmt, 115, 39565704
scalafmt, 306, 106725326
scalariform, 196, 11593456
scalariform, 424, 38789327
scalariform, 115, 6630876
scalariform, 466, 42332913
scalafmt, 36, 8914950
scalariform, 36, 2219639
scalafmt, 70, 14135561
scalariform, 306, 19086302
scalariform, 70, 3680589
scalafmt, 95, 26434787
scalariform, 95, 2658633
scalafmt, 121, 38289600
scalariform, 121, 8326382
scalafmt, 74, 17912810
scalafmt, 150, 40442131
scalariform, 74, 4636939
scalariform, 150, 8053828
scalafmt, 130, 58079899
scalafmt, 631, 306113256
scalariform, 130, 12972893
scalafmt, 13, 3488498
scalariform, 13, 867441
scalafmt, 139, 77249507
scalafmt, 168, 35038509
scalariform, 139, 10708882
scalariform, 168, 5734292
scalafmt, 129, 63665814
scalafmt, 176, 63417343
scalariform, 129, 16005696
scalafmt, 80, 42142321
scalariform, 176, 10369125
scalariform, 631, 59880829
scalariform, 80, 6254431
scalafmt, 164, 30134814
scalariform, 164, 6618583
scalafmt, 32, 4185196
scalariform, 32, 909744
scalafmt, 77, 20210766
scalariform, 77, 5159758
scalafmt, 198, 37288678
scalafmt, 136, 62231549
scalafmt, 256, 89708885
scalariform, 198, 8973388
scalariform, 136, 14688904
scalariform, 256, 18027869
scalafmt, 138, 29950922
scalariform, 138, 5510759
scalafmt, 90, 27836670
scalafmt, 52, 6091269
scalariform, 90, 4865669
scalariform, 52, 1588956
scalafmt, 200, 105677401
scalafmt, 55, 8926571
scalariform, 55, 1192753
scalafmt, 65, 6664998
scalariform, 65, 2324611
scalariform, 200, 18460036
scalafmt, 33, 4699625
scalafmt, 487, 131032912
scalariform, 33, 3274365
scalafmt, 52, 5580929
scalariform, 52, 1454525
scalafmt, 47, 3368397
scalariform, 47, 904726
scalariform, 487, 24999544
scalafmt, 179, 74236180
scalariform, 179, 14612968
scalafmt, 289, 114450053
scalafmt, 46, 13750817
scalariform, 46, 3138749
scalafmt, 379, 153208533
scalafmt, 169, 205767080
scalariform, 289, 24496372
scalariform, 169, 13685081
scalariform, 379, 28535382
scalafmt, 33, 5171782
scalariform, 33, 1493772
scalafmt, 337, 126614510
scalafmt, 98, 23017337
scalariform, 337, 25272620
scalariform, 98, 6089365
scalafmt, 152, 56608059
scalariform, 152, 13050465
scalafmt, 138, 21780277
scalafmt, 25, 7309716
scalariform, 138, 4294688
scalariform, 25, 1702196
scalafmt, 84, 26945522
scalafmt, 162, 94707406
scalafmt, 41, 4569643
scalariform, 41, 1052109
scalariform, 84, 10048827
scalariform, 162, 13586307
scalafmt, 37, 4971491
scalariform, 37, 1264511
scalafmt, 66, 7894089
scalariform, 66, 1790899
scalafmt, 331, 120128669
scalariform, 331, 16937818
scalafmt, 268, 71418047
scalariform, 268, 13411191
scalafmt, 45, 8176752
scalariform, 45, 1258206
scalafmt, 89, 81914227
scalafmt, 69, 10238139
scalariform, 69, 2712978
scalariform, 89, 9927488
scalafmt, 988, 291153177
scalafmt, 333, 91232277
scalariform, 333, 10528361
scalafmt, 102, 71068599
scalafmt, 99, 18745918
scalariform, 988, 60816605
scalariform, 102, 7861633
scalariform, 99, 4375927
scalafmt, 313, 170245563
scalafmt, 53, 23958531
scalariform, 53, 2925973
scalafmt, 86, 31726559
scalariform, 313, 23239636
scalafmt, 425, 214992798
scalariform, 86, 7600097
scalafmt, 136, 24813557
scalariform, 136, 3339640
scalafmt, 54, 17561344
scalariform, 54, 2468279
scalariform, 425, 33840890
scalafmt, 483, 158589243
scalafmt, 261, 84986955
scalafmt, 92, 35491420
scalafmt, 81, 23080655
scalariform, 261, 11791809
scalafmt, 281, 62099841
scalariform, 92, 5828865
scalariform, 81, 6383318
scalariform, 483, 25976088
scalariform, 281, 9789726
scalafmt, 180, 57362569
scalafmt, 67, 12459357
scalafmt, 60, 22560248
scalariform, 67, 3085463
scalafmt, 63, 17413717
scalariform, 60, 4561687
scalariform, 63, 2826407
scalariform, 180, 8413836
scalafmt, 111, 34712088
scalariform, 111, 6808589
scalafmt, 92, 14397408
scalafmt, 51, 16967059
scalariform, 92, 2807681
scalariform, 51, 3688155
scalafmt, 86, 24488782
scalariform, 86, 5368069
scalafmt, 167, 38062628
scalariform, 167, 6988106
scalafmt, 224, 63003779
scalafmt, 215, 46714969
scalariform, 215, 8178277
scalafmt, 148, 44298096
scalariform, 224, 16641284
scalariform, 148, 7477111
scalafmt, 105, 63837033
scalariform, 105, 8628265
scalafmt, 91, 21718175
scalariform, 91, 3915514
scalafmt, 390, 144304052
scalafmt, 162, 59468812
scalafmt, 119, 37482882
scalafmt, 116, 54809513
scalariform, 119, 6738024
scalariform, 162, 10259056
scalariform, 116, 10265331
scalariform, 390, 34345350
scalafmt, 73, 31118146
scalafmt, 121, 87089274
scalariform, 73, 4502941
scalariform, 121, 14655570
scalafmt, 126, 23083437
scalafmt, 48, 12838477
scalariform, 48, 2454053
scalariform, 126, 4793848
scalafmt, 387, 110777214
scalafmt, 595, 201340013
scalafmt, 1074, 114117771
scalafmt, 196, 117577731
scalariform, 387, 19778861
scalariform, 595, 29065243
scalariform, 1074, 28766414
scalariform, 196, 22847956
scalafmt, 134, 25047509
scalariform, 134, 5937253
scalafmt, 303, 119843472
scalafmt, 123, 37026794
scalariform, 123, 7486755
scalariform, 303, 27490286
scalafmt, 833, 70820260
scalafmt, 75, 22755141
scalafmt, 62, 15181714
scalariform, 833, 15982027
scalariform, 75, 4261235
scalariform, 62, 2849621
scalafmt, 40, 6269363
scalariform, 40, 907377
scalafmt, 42, 8474363
scalafmt, 251, 90635134
scalariform, 42, 2229046
scalafmt, 31, 4992753
scalariform, 31, 1404056
scalafmt, 452, 109120232
scalariform, 251, 16280949
scalafmt, 366, 194689537
scalafmt, 35, 7006278
scalariform, 35, 1720229
scalariform, 452, 19216008
scalariform, 366, 34620426
scalafmt, 294, 66087251
scalafmt, 174, 63895921
scalariform, 294, 17603494
scalafmt, 151, 46103463
scalariform, 174, 11673234
scalariform, 151, 9316294
scalafmt, 112, 37525516
scalafmt, 240, 94342564
scalariform, 112, 8451720
scalariform, 240, 18665423
scalafmt, 99, 43970335
scalafmt, 90, 32599842
scalariform, 90, 4765923
scalariform, 99, 9737725
scalafmt, 91, 33763452
scalariform, 91, 5408057
scalafmt, 65, 20009986
scalariform, 65, 5176760
scalafmt, 152, 70579804
scalafmt, 347, 82177769
scalariform, 152, 15173359
scalafmt, 448, 143755897
scalariform, 347, 13742623
scalafmt, 41, 24263364
scalariform, 448, 20369237
scalariform, 41, 3495202
scalafmt, 224, 85194624
scalafmt, 114, 47810103
scalariform, 224, 20604740
scalafmt, 32, 2440222
scalariform, 32, 908243
scalariform, 114, 6737662
scalafmt, 102, 36618209
scalariform, 102, 8511180
scalafmt, 264, 123183786
scalafmt, 751, 311767951
scalariform, 264, 15330098
scalafmt, 151, 42138693
scalariform, 751, 49890798
scalariform, 151, 7986006
scalafmt, 394, 191114642
scalafmt, 379, 201358982
scalafmt, 194, 53037373
scalariform, 194, 7129131
scalariform, 394, 30627692
scalariform, 379, 35607747
scalafmt, 173, 55470679
scalariform, 173, 6370919
scalafmt, 706, 284742667
scalafmt, 187, 61840576
scalafmt, 271, 92942583
scalariform, 187, 7513834
scalariform, 271, 19502765
scalafmt, 173, 37253197
scalariform, 706, 51978006
scalariform, 173, 8102326
scalafmt, 1143, 617212195
scalafmt, 50, 16401805
scalariform, 50, 2458622
scalafmt, 25, 2235389
scalariform, 25, 557779
scalafmt, 14, 2546487
scalariform, 14, 946994
scalafmt, 70, 24731530
scalariform, 70, 3653925
scalafmt, 64, 20243849
scalariform, 64, 6027817
scalariform, 1143, 116353636
scalafmt, 110, 53568222
scalariform, 110, 8834917
scalafmt, 930, 343134361
scalafmt, 84, 21842110
scalariform, 84, 3357598
scalafmt, 175, 44709847
scalariform, 175, 7959372
scalafmt, 690, 216045164
scalafmt, 68, 37158162
scalafmt, 116, 31361822
scalafmt, 408, 206072197
scalariform, 68, 7409458
scalariform, 116, 5684619
scalariform, 930, 79767514
scalafmt, 116, 24209666
scalariform, 690, 52477394
scalariform, 116, 5532563
scalariform, 408, 52803376
scalafmt, 116, 26524684
scalariform, 116, 4473333
scalafmt, 957, 346364033
scalafmt, 71, 32045512
scalafmt, 195, 56976035
scalafmt, 116, 25779141
scalariform, 71, 7710533
scalariform, 116, 5262402
scalariform, 195, 11971648
scalafmt, 67, 20214573
scalariform, 67, 4767713
scalafmt, 116, 27332375
scalariform, 116, 5346938
scalariform, 957, 64832089
scalafmt, 334, 149201157
scalariform, 334, 18565405
scalafmt, 95, 43649882
scalariform, 95, 7767635
scalafmt, 115, 42468343
scalariform, 115, 6217318
scalafmt, 236, 101787846
scalariform, 236, 17524579
scalafmt, 358, 162191523
scalafmt, 70, 27986193
scalariform, 70, 6561421
scalafmt, 201, 101951045
scalariform, 358, 27265901
scalariform, 201, 15728882
scalafmt, 59, 13669629
scalafmt, 75, 21548841
scalariform, 59, 3203972
scalariform, 75, 4748420
scalafmt, 88, 19314297
