Formatter, loc, ns
scalariform, 424, 38499842
scalariform, 214, 20122780
scalariform, 446, 47003071
scalafmt, 165, 55949444
scalariform, 165, 11501599
scalafmt, 100, 72351604
scalariform, 100, 18138664
scalafmt, 117, 46177009
scalafmt, 95, 29506767
scalariform, 117, 7929013
scalafmt, 186, 181291708
scalariform, 95, 5759373
scalafmt, 29, 5485644
scalariform, 29, 1717177
scalafmt, 288, 112160925
scalafmt, 38, 11009674
scalariform, 38, 3908149
scalariform, 186, 25165060
scalafmt, 88, 116286814
scalariform, 288, 21373966
scalafmt, 88, 36128875
scalariform, 88, 7192525
scalafmt, 58, 20719674
scalariform, 88, 9315223
scalariform, 58, 4693070
scalafmt, 163, 118477601
scalariform, 163, 18791654
scalafmt, 69, 23424064
scalafmt, 355, 223099189
scalariform, 69, 6129087
scalafmt, 89, 32091489
scalariform, 89, 6106558
scalafmt, 93, 66185391
scalafmt, 92, 58692355
scalariform, 93, 11036144
scalariform, 92, 10272840
scalariform, 355, 39602963
scalafmt, 96, 33623123
scalafmt, 31, 11646487
scalariform, 96, 7968224
scalariform, 31, 1157358
scalafmt, 44, 21964177
scalariform, 44, 4193623
scalafmt, 123, 78943004
scalafmt, 200, 90758454
scalafmt, 119, 54454910
scalariform, 119, 10616554
scalariform, 200, 15833308
scalariform, 123, 34118236
scalafmt, 14, 2194904
scalariform, 14, 623474
scalafmt, 175, 106128433
scalafmt, 241, 181741701
scalafmt, 62, 29872870
scalariform, 62, 4835715
scalafmt, 76, 75851957
scalariform, 175, 25294306
scalariform, 76, 7528496
scalariform, 241, 30181006
scalafmt, 36, 18791361
scalafmt, 174, 118258126
scalariform, 36, 7574937
scalafmt, 161, 85339249
scalafmt, 43, 14775861
scalafmt, 76, 22519800
scalariform, 43, 4431347
scalariform, 76, 7781813
scalafmt, 14, 1462384
scalariform, 14, 486401
scalariform, 174, 18747832
scalariform, 161, 12186664
scalafmt, 36, 19534522
scalariform, 36, 2498721
scalafmt, 45, 28446460
scalariform, 45, 4278333
scalafmt, 61, 29582842
scalafmt, 99, 39024324
scalariform, 61, 5527876
scalariform, 99, 18769008
scalafmt, 116, 60605212
scalariform, 116, 12266438
scalafmt, 14, 1446404
scalariform, 14, 514495
scalafmt, 14, 1327996
scalariform, 14, 2383166
scalafmt, 62, 44982631
scalariform, 62, 5358265
scalafmt, 92, 40456128
scalafmt, 193, 195396507
scalariform, 92, 9430337
scalafmt, 53, 17329138
scalariform, 53, 3064477
scalariform, 193, 20526704
scalafmt, 39, 15216611
scalafmt, 251, 166972212
scalariform, 39, 3036397
scalafmt, 92, 42416050
scalariform, 251, 32864142
scalariform, 92, 11833994
scalafmt, 364, 171460127
scalafmt, 28, 27605187
scalariform, 28, 4929778
scalafmt, 92, 37950925
scalafmt, 180, 74634019
scalariform, 92, 8005892
scalafmt, 980, 715215329
scalariform, 364, 45978157
scalariform, 180, 20571537
scalafmt, 156, 126142021
scalafmt, 75, 53094733
scalafmt, 92, 43078904
scalafmt, 52, 28893321
scalariform, 92, 6417396
scalariform, 75, 14379250
scalariform, 52, 8440892
scalariform, 156, 24322203
scalafmt, 122, 61304173
scalafmt, 38, 20348901
scalariform, 38, 4221021
scalariform, 122, 11145563
scalafmt, 92, 39360567
scalariform, 92, 6158214
scalafmt, 53, 26086664
scalafmt, 63, 25680949
scalariform, 63, 3710311
scalariform, 53, 13435112
scalafmt, 48, 17354670
scalariform, 980, 132466236
scalafmt, 67, 30452175
scalariform, 48, 3943943
scalafmt, 151, 90748592
scalariform, 67, 4305624
scalafmt, 105, 52696665
scalariform, 151, 15144934
scalariform, 105, 26710505
scalafmt, 60, 43764929
scalafmt, 77, 77900419
scalariform, 60, 40475342
scalariform, 77, 4880198
scalafmt, 95, 75577061
scalafmt, 216, 177773937
scalariform, 95, 6282737
scalafmt, 99, 64839488
scalafmt, 191, 379157210
scalariform, 99, 7780533
scalafmt, 38, 13841797
scalariform, 38, 2856535
scalariform, 216, 28325580
scalafmt, 75, 40312911
scalariform, 75, 9435245
scalariform, 191, 40185524
scalafmt, 49, 32682427
scalariform, 49, 3392191
scalafmt, 28, 9345807
scalafmt, 99, 54373338
scalariform, 28, 10814528
scalafmt, 13, 1483981
scalariform, 13, 472222
scalafmt, 28, 22983810
scalariform, 99, 14423846
scalariform, 28, 2688827
scalafmt, 29, 9664554
scalariform, 29, 2026483
scalafmt, 13, 2474469
scalariform, 13, 732382
scalafmt, 7, 5710812
scalariform, 7, 386403
scalafmt, 34, 6459770
scalariform, 34, 1410385
scalafmt, 34, 28232234
scalafmt, 23, 10661148
scalariform, 23, 1240301
scalafmt, 21, 2923158
scalariform, 21, 862230
scalafmt, 14, 1391873
scalariform, 34, 9343671
scalariform, 14, 416529
scalafmt, 34, 2090143
scalariform, 34, 773254
scalafmt, 11, 1095086
scalariform, 11, 379784
scalafmt, 13, 1704109
scalariform, 13, 526734
scalafmt, 99, 44989603
scalafmt, 14, 1861941
scalariform, 14, 546586
scalafmt, 80, 90769392
scalafmt, 26, 2374271
scalariform, 26, 800771
scalafmt, 12, 1337449
scalariform, 12, 408408
scalariform, 80, 4869809
scalariform, 99, 10853784
scalafmt, 15, 14102176
scalariform, 15, 802808
scalafmt, 14, 17373337
scalariform, 14, 1501896
scalafmt, 33, 3024476
scalariform, 33, 929792
scalafmt, 9, 1427187
scalariform, 9, 476420
scalafmt, 99, 43009099
scalafmt, 375, 196531946
scalariform, 99, 8344878
scalafmt, 67, 17430872
scalariform, 67, 2553710
scalafmt, 19, 2934066
scalariform, 19, 861509
scalariform, 375, 23471217
scalafmt, 124, 72615467
scalafmt, 235, 181462725
scalafmt, 59, 12800790
scalariform, 59, 3078985
scalafmt, 6, 540637
scalariform, 6, 398550
scalafmt, 411, 313098519
scalafmt, 10, 199687
scalariform, 10, 476429
scalafmt, 10, 144718
scalariform, 10, 305416
scalariform, 124, 9555165
scalafmt, 6, 102633
scalariform, 6, 227256
scalafmt, 19, 399959
scalariform, 19, 1080467
scalafmt, 7, 1136030
scalariform, 7, 376519
scalafmt, 3, 572589
scalariform, 3, 201781
scalafmt, 23, 2228461
scalariform, 23, 718116
scalafmt, 6, 134916
scalariform, 6, 181251
scalafmt, 3, 4014258
scalariform, 3, 225071
scalafmt, 11, 1423719
scalariform, 11, 415763
scalafmt, 22, 1051682
scalariform, 22, 327396
scalafmt, 6, 109035
scalariform, 6, 165404
scalafmt, 16, 968457
scalariform, 16, 326140
scalafmt, 3, 447165
scalariform, 3, 159921
scalafmt, 5, 939535
scalariform, 5, 295110
scalafmt, 99, 44407899
scalafmt, 10, 922512
scalariform, 10, 297626
scalafmt, 10, 747872
scalariform, 10, 3693007
scalariform, 235, 32797292
scalariform, 99, 7784990
scalafmt, 8, 4588881
scalariform, 8, 965233
scalafmt, 8, 6483125
scalariform, 8, 9859360
scalafmt, 9, 4895788
scalariform, 9, 1436770
scalariform, 411, 58616432
scalafmt, 9, 7987401
scalariform, 9, 1469807
scalafmt, 3, 1047377
scalariform, 3, 379696
scalafmt, 3, 1079753
scalariform, 3, 645364
scalafmt, 131, 68183107
scalafmt, 8, 2374993
scalariform, 8, 715856
scalafmt, 8, 717759
scalafmt, 5, 1543941
scalariform, 5, 502431
scalariform, 131, 9819921
scalafmt, 5, 1606274
scalariform, 5, 505879
scalafmt, 111, 53530618
scalafmt, 5, 1918324
scalariform, 5, 633115
scalafmt, 5, 1299979
scalariform, 5, 424921
scalafmt, 4, 1487395
scalariform, 4, 498550
scalafmt, 4, 1461109
scalariform, 4, 475342
scalafmt, 79, 65048683
scalariform, 111, 9758412
scalafmt, 4, 1240919
scalariform, 4, 371593
scalafmt, 3, 673815
scalariform, 3, 243819
scalafmt, 4, 1445466
scalariform, 4, 471272
scalafmt, 8, 1840817
scalariform, 8, 529314
scalafmt, 8, 2446282
scalariform, 8, 751891
scalafmt, 10, 5034022
scalariform, 79, 16116043
scalariform, 10, 1679860
scalafmt, 10, 4537750
scalafmt, 1095, 751352626
scalariform, 10, 1453088
scalafmt, 10, 3022188
scalariform, 10, 978722
scalafmt, 10, 3609850
scalariform, 10, 1079287
scalafmt, 5, 1509496
scalariform, 5, 508311
scalafmt, 5, 1953842
scalafmt, 169, 71710578
scalariform, 5, 736150
scalafmt, 104, 50350763
scalafmt, 27, 15659825
scalariform, 27, 1274098
scalariform, 169, 23705062
scalafmt, 29, 5308516
scalariform, 29, 1301188
scalariform, 104, 15274223
scalafmt, 3, 804805
scalariform, 3, 274509
scalafmt, 144, 89472267
scalafmt, 39, 15133891
scalariform, 39, 6806882
scalafmt, 29, 19048799
scalariform, 29, 1605052
scalafmt, 27, 4560641
scalariform, 144, 16436961
scalariform, 27, 1170892
scalafmt, 5, 1323187
scalariform, 5, 408073
scalafmt, 5, 1971242
scalariform, 5, 696720
scalafmt, 15, 5942919
scalariform, 15, 1609558
scalafmt, 65, 95291563
scalafmt, 15, 5768991
scalariform, 15, 5387693
scalariform, 65, 7485866
scalafmt, 74, 37917251
scalafmt, 14, 4601278
scalafmt, 111, 51376778
scalariform, 14, 1579802
scalafmt, 14, 4304409
scalariform, 74, 9789900
scalariform, 14, 1469249
scalariform, 111, 12062102
scalariform, 1095, 115997172
scalafmt, 12, 5322509
scalafmt, 12, 3320946
scalariform, 12, 997438
scalafmt, 12, 6683140
scalafmt, 12, 4267321
scalariform, 12, 1281772
scalafmt, 12, 5920767
scalafmt, 12, 4149683
scalariform, 12, 1193622
scalafmt, 12, 1529833
scalafmt, 125, 85322259
scalafmt, 12, 3390680
scalariform, 12, 988448
scalafmt, 8, 561968
scalafmt, 99, 46612356
scalafmt, 8, 2458352
scalariform, 8, 821842
scalariform, 125, 10221143
scalafmt, 7, 626638
scalafmt, 7, 1928893
scalariform, 7, 608882
scalafmt, 11, 1614677
scalafmt, 11, 4964715
scalafmt, 173, 303854172
scalariform, 11, 1376052
scalariform, 99, 18613086
scalafmt, 26, 610161
scalafmt, 26, 4801559
scalariform, 26, 1385595
scalafmt, 10, 6707342
scalafmt, 10, 4406129
scalariform, 10, 1063660
scalafmt, 10, 1848815
scalafmt, 10, 3100024
scalariform, 10, 871811
scalafmt, 4, 368819
scalafmt, 4, 1798304
scalariform, 4, 609863
scalariform, 173, 36447990
scalafmt, 89, 51083271
scalafmt, 9, 4507537
scalafmt, 9, 2128046
scalariform, 89, 10676864
scalariform, 9, 7986889
scalafmt, 10, 841981
scalafmt, 187, 135123852
scalafmt, 205, 129135604
scalafmt, 203, 124244087
scalafmt, 10, 9583342
scalariform, 10, 799301
scalafmt, 12, 1044797
scalafmt, 12, 3291479
scalariform, 12, 902192
scalafmt, 12, 2083963
scalariform, 187, 21464094
scalafmt, 12, 3666785
scalariform, 12, 1043778
scalafmt, 6, 2480190
scalariform, 203, 22120110
scalafmt, 6, 3805572
scalariform, 6, 1270998
scalariform, 205, 29665494
scalafmt, 10, 667666
scalafmt, 10, 4416327
scalariform, 10, 1344265
scalafmt, 100, 51585150
scalafmt, 10, 670092
scalafmt, 10, 3262441
scalariform, 10, 982660
scalafmt, 8, 566260
scalafmt, 52, 23409713
scalariform, 100, 15087264
scalafmt, 56, 33080059
scalafmt, 8, 5267326
scalariform, 8, 1514187
scalafmt, 10, 490735
scalariform, 52, 10517878
scalafmt, 132, 90835482
scalariform, 56, 10818052
scalafmt, 10, 7079714
scalariform, 10, 1891563
scalafmt, 10, 502897
scalafmt, 10, 5806748
scalariform, 132, 13607274
scalariform, 10, 4616243
scalafmt, 20, 19830500
scalariform, 20, 1540678
scalafmt, 227, 169664593
scalafmt, 11, 38520196
scalafmt, 147, 58460395
scalafmt, 11, 5132376
scalariform, 11, 1806413
scalafmt, 191, 122733422
scalafmt, 17, 11725970
scalafmt, 17, 2542492
scalariform, 17, 724401
scalafmt, 9, 582300
scalariform, 227, 32549269
scalafmt, 9, 2946474
scalariform, 9, 859340
scalafmt, 10, 567984
scalariform, 147, 28422964
scalafmt, 10, 3568234
scalariform, 10, 1100525
scalafmt, 9, 482409
scalafmt, 9, 497609
scalafmt, 9, 433863
scalafmt, 9, 356567
scalariform, 191, 25414365
scalafmt, 183, 98763294
scalafmt, 14, 663448
scalafmt, 14, 4552848
scalariform, 14, 1478071
scalafmt, 7, 432044
scalafmt, 7, 2004558
scalariform, 7, 595945
scalafmt, 15, 2437389
scalariform, 15, 651682
scalafmt, 10, 1925974
scalariform, 10, 549866
scalariform, 183, 20298503
scalafmt, 10, 1605873
scalariform, 10, 456633
scalafmt, 10, 8139257
scalariform, 10, 499789
scalafmt, 9, 1585913
scalariform, 9, 445535
scalafmt, 128, 57907098
scalafmt, 9, 4429283
scalariform, 9, 522198
scalafmt, 5, 1063340
scalariform, 5, 336077
scalafmt, 3, 148213
scalariform, 3, 319962
scalariform, 128, 10001682
scalafmt, 5, 586781
scalariform, 5, 205141
scalafmt, 8, 2001988
scalariform, 8, 567640
scalafmt, 6, 210598
scalariform, 6, 320097
scalafmt, 6, 114665
scalariform, 6, 160284
scalafmt, 74, 33549606
scalariform, 74, 5923957
scalafmt, 5, 148775
scalariform, 5, 295526
scalafmt, 9, 129150
scalariform, 9, 436512
scalafmt, 3, 103483
scalariform, 3, 328599
scalafmt, 6, 114032
scalariform, 6, 538413
scalafmt, 8, 1611601
scalariform, 8, 490581
scalafmt, 7, 1113738
scalariform, 7, 383535
scalafmt, 5, 1969752
scalariform, 5, 477573
scalafmt, 11, 1456841
scalariform, 11, 525457
scalafmt, 7, 869102
scalariform, 7, 314316
scalafmt, 6, 310167
scalafmt, 6, 1293302
scalariform, 6, 439665
scalafmt, 10, 353681
scalariform, 10, 728295
scalafmt, 7, 135216
scalariform, 7, 375852
scalafmt, 9, 270287
scalariform, 9, 560607
scalafmt, 227, 148062730
scalafmt, 577, 700203930
scalafmt, 14, 3142839
scalariform, 14, 733201
scalafmt, 5, 143245
scalariform, 5, 690727
scalafmt, 323, 107534004
scalafmt, 11, 1376340
scalariform, 11, 410301
scalafmt, 16, 2092526
scalariform, 16, 522214
scalafmt, 5, 627095
scalariform, 5, 253540
scalafmt, 5, 747486
scalariform, 5, 256807
scalafmt, 121, 50659334
scalafmt, 5, 846869
scalariform, 5, 268965
scalafmt, 5, 725155
scalariform, 5, 214460
scalafmt, 5, 851667
scalariform, 5, 294721
scalafmt, 5, 881892
scalariform, 5, 259751
scalafmt, 5, 856727
scalariform, 5, 252757
scalafmt, 9, 238033
scalariform, 121, 8187625
scalariform, 227, 27180295
scalafmt, 19, 4375266
scalariform, 19, 1134696
scalafmt, 12, 765135
scalariform, 323, 23829867
scalafmt, 14, 3215638
scalafmt, 131, 58491551
scalariform, 14, 855689
scalafmt, 22, 3778703
scalariform, 22, 988954
scalafmt, 9, 2264545
scalariform, 9, 655651
scalariform, 131, 13298647
scalafmt, 10, 2579192
scalariform, 10, 698092
scalafmt, 5, 1145784
scalafmt, 8, 1387985
scalariform, 8, 445571
scalariform, 5, 2848440
scalafmt, 7, 2441501
scalariform, 7, 742880
scalafmt, 12, 2971369
scalariform, 12, 777124
scalafmt, 12, 691254
scalafmt, 10, 144224
scalafmt, 13, 167524
scalafmt, 9, 139114
scalafmt, 7, 138558
scalafmt, 121, 46820586
scalafmt, 105, 38192575
scalafmt, 10, 690526
scalafmt, 9, 1729444
scalariform, 9, 487679
scalafmt, 54, 48299922
scalariform, 105, 5910381
scalafmt, 37, 3155818
scalariform, 37, 830229
scalariform, 121, 9539945
scalariform, 577, 81543329
scalafmt, 44, 3877151
scalariform, 44, 1002947
scalafmt, 14, 1304794
scalariform, 14, 419720
scalafmt, 14, 2208004
scalariform, 14, 664874
scalafmt, 47, 3566557
scalariform, 47, 921896
scalariform, 54, 14867975
scalafmt, 43, 3313407
scalariform, 43, 889000
scalafmt, 40, 3287162
scalariform, 40, 865420
scalafmt, 36, 13612482
scalafmt, 32, 3634595
scalariform, 36, 2326645
scalariform, 32, 880282
scalafmt, 32, 3084367
scalariform, 32, 843345
scalafmt, 38, 3018257
scalariform, 38, 856153
scalafmt, 27, 10628833
scalariform, 27, 1805743
scalafmt, 38, 2839664
scalariform, 38, 696324
scalafmt, 43, 6406985
scalariform, 43, 1094952
scalafmt, 18, 2680569
scalafmt, 121, 47996229
scalariform, 18, 732156
scalafmt, 26, 13652202
scalariform, 26, 1486657
scalafmt, 33, 4541065
scalariform, 33, 1105580
scalafmt, 37, 10593960
scalafmt, 34, 3076123
scalariform, 121, 14580203
scalariform, 34, 772542
scalariform, 37, 2634674
scalafmt, 52, 5113792
scalariform, 52, 1249412
scalafmt, 22, 1870843
scalariform, 22, 555357
scalafmt, 15, 8144601
scalariform, 15, 745940
scalafmt, 26, 3682377
scalafmt, 110, 65511302
scalariform, 26, 871169
scalafmt, 26, 6187919
scalafmt, 42, 4037214
scalariform, 26, 2039384
scalariform, 42, 1178687
scalafmt, 37, 3198025
scalafmt, 22, 5063107
scalariform, 37, 832320
scalariform, 22, 1203651
scalariform, 110, 12747231
scalafmt, 40, 3073905
scalariform, 40, 817312
scalafmt, 226, 96302580
scalafmt, 47, 3746891
scalariform, 47, 1015286
scalafmt, 47, 3824901
scalariform, 47, 979070
scalafmt, 43, 3454503
scalariform, 43, 884033
scalariform, 226, 15498774
scalafmt, 121, 46490815
scalafmt, 18, 2096154
scalariform, 18, 505554
scalafmt, 43, 3513195
scalariform, 43, 814104
scalafmt, 20, 1472893
scalariform, 20, 406432
scalafmt, 32, 2305535
scalariform, 121, 8234774
scalariform, 32, 638647
scalafmt, 3, 866566
scalariform, 3, 300755
scalafmt, 23, 1647872
scalariform, 23, 498676
scalafmt, 60, 31769113
scalafmt, 31, 2053476
scalariform, 31, 511062
scalariform, 60, 4474904
scalafmt, 34, 3441034
scalariform, 34, 1038704
scalafmt, 31, 1917759
scalariform, 31, 568537
scalafmt, 40, 2647532
scalariform, 40, 692377
scalafmt, 29, 2221285
scalafmt, 82, 48635105
scalariform, 29, 666395
scalafmt, 42, 14473829
scalafmt, 25, 1801421
scalariform, 25, 488710
scalariform, 42, 3561638
scalafmt, 35, 3917505
scalariform, 35, 1080395
scalariform, 82, 9347259
scalafmt, 28, 2162306
scalariform, 28, 630460
scalafmt, 103, 33826589
scalafmt, 24, 3185566
scalariform, 24, 898524
scalafmt, 50, 12660123
scalariform, 50, 2540890
scalafmt, 35, 3585045
scalariform, 35, 923387
scalariform, 103, 7735494
scalafmt, 154, 51672119
scalafmt, 36, 3780968
scalafmt, 26, 7385612
scalariform, 36, 939408
scalariform, 26, 1597114
scalafmt, 22, 2122019
scalariform, 22, 599652
scalafmt, 28, 2141547
scalariform, 28, 598769
scalariform, 154, 11727235
scalafmt, 22, 1486604
scalariform, 22, 433500
scalafmt, 12, 4186761
scalafmt, 26, 2358187
scalariform, 12, 1004439
scalariform, 26, 625173
scalafmt, 27, 1922190
scalariform, 27, 577222
scalafmt, 24, 2019858
scalariform, 24, 582189
scalafmt, 29, 2477333
scalariform, 29, 718399
scalafmt, 31, 2817687
scalariform, 31, 791951
scalafmt, 27, 2059674
scalariform, 27, 650406
scalafmt, 30, 2239763
scalariform, 30, 731752
scalafmt, 94, 40103997
scalafmt, 38, 4441355
scalariform, 38, 933842
scalafmt, 43, 3768682
scalariform, 43, 1021670
scalariform, 94, 9371602
scalafmt, 24, 2131135
scalariform, 24, 660511
scalafmt, 30, 2297713
scalariform, 30, 679816
scalafmt, 30, 8263354
scalafmt, 39, 3486144
scalariform, 30, 2002019
scalariform, 39, 874901
scalafmt, 16, 2854638
scalafmt, 34, 2114399
scalariform, 34, 560497
scalariform, 16, 32321938
scalafmt, 217, 101704498
scalafmt, 23, 2232638
scalariform, 23, 522240
scalafmt, 18, 3443271
scalafmt, 27, 1394096
scalariform, 27, 388169
scalariform, 18, 791213
scalafmt, 11, 2398349
scalariform, 11, 629623
scalafmt, 22, 1412723
scalariform, 22, 372835
scalafmt, 13, 941598
scalariform, 13, 312901
scalariform, 217, 13711481
scalafmt, 30, 1882901
scalariform, 30, 518543
scalafmt, 22, 1426935
scalariform, 22, 394972
scalafmt, 550, 446679273
scalafmt, 25, 10436129
scalafmt, 27, 1706937
scalariform, 25, 1389908
scalariform, 27, 449606
scalafmt, 30, 6885465
scalafmt, 29, 7104147
scalariform, 30, 1538788
scalariform, 29, 1793174
scalafmt, 18, 2821942
scalariform, 18, 874903
scalafmt, 25, 5165755
scalariform, 25, 1160118
scalafmt, 39, 6304603
scalariform, 39, 1599574
scalafmt, 29, 4030786
scalariform, 29, 981812
scalafmt, 21, 543089
scalariform, 21, 1522859
scalafmt, 232, 345481739
scalafmt, 88, 31492525
scalafmt, 33, 4030000
scalariform, 33, 1047150
scalariform, 550, 46905553
scalafmt, 19, 2839116
scalariform, 19, 818946
scalafmt, 27, 139219
scalariform, 27, 339474
scalariform, 88, 8884885
scalafmt, 26, 173035
scalariform, 26, 732252
scalafmt, 22, 3158243
scalariform, 22, 781652
scalafmt, 15, 201237
scalafmt, 23, 5522333
scalariform, 15, 639704
scalafmt, 7, 135926
scalariform, 7, 373102
scalariform, 23, 1961823
scalafmt, 11, 139540
scalariform, 11, 439139
scalafmt, 3, 79925
scalariform, 3, 226018
scalafmt, 9, 105296
scalariform, 9, 306249
scalafmt, 3, 97628
scalariform, 3, 215814
scalafmt, 17, 1640106
scalariform, 17, 498153
scalafmt, 4, 142575
scalariform, 232, 26876818
scalariform, 4, 352060
scalafmt, 7, 122003
scalafmt, 30, 8700334
scalariform, 7, 413214
scalafmt, 15, 118363
scalariform, 15, 427853
scalafmt, 5, 121199
scalariform, 5, 404334
scalafmt, 3, 113023
scalariform, 3, 356302
scalariform, 30, 2736571
scalafmt, 3, 117099
scalariform, 3, 413056
scalafmt, 5, 88207
scalariform, 5, 291513
scalafmt, 3, 143821
scalariform, 3, 458800
scalafmt, 3, 138679
scalariform, 3, 568506
scalafmt, 3, 120603
scalariform, 3, 357616
scalafmt, 16, 5575032
scalafmt, 8, 1202885
scalariform, 8, 368406
scalariform, 16, 1095533
scalafmt, 9, 2098606
scalariform, 9, 639017
scalafmt, 6, 139752
scalafmt, 235, 83010225
scalariform, 6, 457758
scalafmt, 7, 127710
scalariform, 7, 421273
scalafmt, 29, 7090925
scalafmt, 6, 2048976
scalariform, 6, 611368
scalariform, 29, 1531101
scalafmt, 28, 2155989
scalariform, 28, 502251
scalafmt, 19, 4302315
scalafmt, 29, 2064310
scalariform, 29, 447932
scalariform, 19, 1094274
scalafmt, 10, 1130665
scalariform, 10, 273973
scalariform, 235, 13808606
scalafmt, 13, 1575378
scalariform, 13, 621617
scalafmt, 3, 1090574
scalariform, 3, 366002
scalafmt, 16, 5399143
scalariform, 16, 644297
scalafmt, 8, 1544285
scalariform, 8, 472267
scalafmt, 13, 1217280
scalariform, 13, 397757
scalafmt, 31, 1345024
scalariform, 31, 384763
scalafmt, 10, 649703
scalariform, 10, 241928
scalafmt, 16, 1485498
scalariform, 16, 330683
scalafmt, 17, 1111035
scalariform, 17, 318749
scalafmt, 24, 1296416
scalariform, 24, 390999
scalafmt, 13, 642733
scalariform, 13, 227868
scalafmt, 11, 543109
scalariform, 11, 191288
scalafmt, 23, 12194250
scalariform, 23, 1614795
scalafmt, 26, 1398513
scalariform, 26, 390478
scalafmt, 14, 2525359
scalariform, 14, 714652
scalafmt, 28, 190190
scalariform, 28, 627198
scalafmt, 18, 4802430
scalariform, 18, 1242969
scalafmt, 26, 187261
scalariform, 26, 552385
scalafmt, 18, 161866
scalariform, 18, 564114
scalafmt, 78, 27842482
scalafmt, 26, 185700
scalariform, 26, 674961
scalafmt, 26, 168210
scalariform, 26, 530575
scalafmt, 6, 110079
scalariform, 6, 292409
scalafmt, 6, 152947
scalariform, 6, 353552
scalariform, 78, 6103010
scalafmt, 6, 131273
scalariform, 6, 1854386
scalafmt, 4, 146957
scalariform, 4, 350363
scalafmt, 11, 3409965
scalafmt, 173, 67774948
scalariform, 11, 911565
scalafmt, 4, 124850
scalariform, 4, 356538
scalafmt, 4, 100187
scalariform, 4, 544271
scalafmt, 4, 113567
scalariform, 4, 362601
scalafmt, 4, 115754
scalafmt, 9, 2485870
scalariform, 4, 385642
scalafmt, 4, 100695
scalariform, 9, 555885
scalariform, 4, 332821
scalafmt, 4, 102919
scalariform, 4, 326672
scalafmt, 8, 93514
scalariform, 8, 276320
scalafmt, 12, 96351
scalariform, 12, 252963
scalafmt, 10, 132663
scalariform, 10, 347287
scalafmt, 14, 4471332
scalariform, 14, 1090049
scalafmt, 20, 1990727
scalariform, 20, 544374
scalafmt, 9, 2645123
scalariform, 9, 638340
scalafmt, 8, 124494
scalariform, 173, 13477375
scalariform, 8, 262403
scalafmt, 10, 119877
scalafmt, 6, 1904439
scalariform, 10, 308758
scalariform, 6, 551723
scalafmt, 20, 1621234
scalariform, 20, 512400
scalafmt, 16, 1228511
scalariform, 16, 440934
scalafmt, 7, 1900191
scalariform, 7, 613326
scalafmt, 3, 756569
scalariform, 3, 304297
scalafmt, 8, 2297061
scalariform, 8, 700000
scalafmt, 9, 1729465
scalariform, 9, 552756
scalafmt, 7, 1637090
scalariform, 7, 498367
scalafmt, 38, 1019947
scalariform, 38, 318665
scalafmt, 41, 677733
scalariform, 41, 239304
scalafmt, 9, 591343
scalariform, 9, 197106
scalafmt, 10, 356487
scalafmt, 43, 986775
scalariform, 43, 345186
scalafmt, 39, 568742
scalariform, 39, 201894
scalafmt, 19, 176504
scalafmt, 39, 530261
scalariform, 39, 203439
scalafmt, 80, 30369720
scalafmt, 21, 284442
scalafmt, 12, 660366
scalariform, 12, 243312
scalafmt, 6, 522005
scalariform, 6, 190524
scalariform, 80, 6482275
scalafmt, 6, 590934
scalariform, 6, 205362
scalafmt, 6, 521279
scalariform, 6, 193203
scalafmt, 5, 458882
scalariform, 5, 253837
scalafmt, 40, 775221
scalariform, 40, 276162
scalafmt, 19, 290762
scalafmt, 18, 216560
scalafmt, 136, 74870828
scalafmt, 21, 1381999
scalariform, 21, 452507
scalafmt, 23, 1687358
scalariform, 23, 480480
scalafmt, 8, 1704455
scalariform, 8, 521349
scalafmt, 22, 1772734
scalariform, 22, 507061
scalafmt, 7, 1612288
scalariform, 7, 491906
scalafmt, 8, 1769369
scalariform, 136, 16329134
scalariform, 8, 492756
scalafmt, 14, 1604328
scalariform, 14, 467547
scalafmt, 22, 1646438
scalariform, 22, 482688
scalafmt, 178, 69934388
scalafmt, 8, 1558633
scalariform, 8, 509304
scalafmt, 9, 1594882
scalariform, 9, 483183
scalafmt, 29, 8566993
scalafmt, 23, 1575488
scalariform, 29, 1630955
scalariform, 23, 425451
scalafmt, 8, 1539227
scalariform, 8, 471189
scalariform, 178, 11527257
scalafmt, 15, 3432729
scalariform, 15, 451999
scalafmt, 18, 1555183
scalariform, 18, 448612
scalafmt, 15, 1369477
scalariform, 15, 452825
scalafmt, 9, 1512928
scalariform, 9, 462868
scalafmt, 15, 1349936
scalariform, 15, 428684
scalafmt, 8, 1488074
scalafmt, 668, 334636405
scalariform, 8, 467625
scalafmt, 15, 1277973
scalariform, 15, 476953
scalafmt, 9, 1544262
scalafmt, 15, 1396990
scalariform, 9, 469008
scalariform, 15, 419166
scalafmt, 38, 1637896
scalariform, 38, 459730
scalafmt, 38, 1574616
scalafmt, 22, 4559551
scalariform, 38, 519352
scalariform, 22, 966851
scalafmt, 38, 1563178
scalariform, 38, 494546
scalafmt, 38, 1590290
scalariform, 38, 487958
scalafmt, 20, 6555814
scalafmt, 8, 1568768
scalariform, 8, 447246
scalariform, 20, 1174661
scalafmt, 8, 1490289
scalariform, 8, 453877
scalafmt, 8, 1351327
scalafmt, 17, 3831996
scalariform, 8, 324530
scalariform, 17, 1211536
scalafmt, 21, 1561130
scalariform, 21, 473491
scalafmt, 17, 2284365
scalafmt, 8, 1382852
scalariform, 17, 648950
